aletrnatif,longitude,latitude,jumlah_atraksi,jumlah_penduduk,indeks_pendapatan,harga_tanah
12176,-121.45,38.48,28,2780,2.9571,103100
12177,-121.45,38.48,24,1766,3.5402,98700
12178,-121.45,38.37,32,1441,4.4519,137500
12179,-121.45,37.75,15,3846,4.6173,164800
12180,-121.45,37.72,2,2239,5.75,240200
12181,-121.45,36.86,11,1613,3.1375,146200
12182,-121.45,36.51,29,1045,1.775,112500
12183,-121.46,39.4,17,3659,2.425,96200
12184,-121.46,38.69,11,3335,3.3125,96800
12185,-121.46,38.68,35,1299,2.8333,103000
12186,-121.46,38.66,3,3438,3.9914,120500
12187,-121.46,38.65,8,3746,3.2039,103400
12188,-121.46,38.65,14,3167,3.8125,92600
12189,-121.46,38.64,20,1517,1.6607,67000
12190,-121.46,38.63,26,3185,1.56,67600
12191,-121.46,38.62,35,3326,1.9871,60900
12192,-121.46,38.61,43,705,2.4205,60900
12193,-121.46,38.6,29,1978,1.9688,135600
12194,-121.46,38.58,52,4408,3.8914,181600
12195,-121.46,38.58,40,1394,1.7765,109800
12196,-121.46,38.57,52,893,3.2386,213200
12197,-121.46,38.57,52,810,3.1583,140000
12198,-121.46,38.57,52,1917,3.1484,158900
12199,-121.46,38.56,52,1878,3.3348,122800
12200,-121.46,38.55,52,3126,1.7616,84100
12201,-121.46,38.55,52,2094,1.2235,68500
12202,-121.46,38.55,40,2077,2.0074,57000
12203,-121.46,38.54,39,1453,1.7692,63900
12204,-121.46,38.54,36,1825,1.5292,55700
12205,-121.46,38.53,37,2745,1.8007,65400
12206,-121.46,38.52,34,1279,2.71,65600
12207,-121.46,38.52,29,3873,2.1736,72100
12208,-121.46,38.51,32,2437,1.68,84100
12209,-121.46,38.51,18,2123,1.5735,110000
12210,-121.46,38.49,15,10211,2.575,107900
12211,-121.46,38.48,8,3593,3.5227,93100
12212,-121.46,37.73,20,2039,5.1629,222900
12213,-121.47,41.12,22,2737,2.83,88700
12214,-121.47,39.51,19,3720,2.6921,97500
12215,-121.47,39.01,37,1244,2.3661,77500
12216,-121.47,38.95,34,2129,2.7039,106300
12217,-121.47,38.72,26,1708,4.0227,99800
12218,-121.47,38.68,19,946,5.0155,97300
12219,-121.47,38.63,29,2197,2.1889,69300
12220,-121.47,38.61,31,1072,1.6563,65800
12221,-121.47,38.58,52,2035,2.6976,109300
12222,-121.47,38.58,44,2092,1.5922,115100
12223,-121.47,38.57,52,438,3.0217,200000
12224,-121.47,38.57,50,3233,1.2041,168100
12225,-121.47,38.57,39,1360,2.1691,150000
12226,-121.47,38.56,52,889,3.125,85600
12227,-121.47,38.56,52,1532,1.8911,85900
12228,-121.47,38.56,44,1986,1.7328,88100
12229,-121.47,38.55,52,1384,2.0242,94600
12230,-121.47,38.55,48,968,0.9948,65400
12231,-121.47,38.55,48,1091,1.1458,65400
12232,-121.47,38.55,29,1303,1.0208,55800
12233,-121.47,38.55,24,979,1.186,67000
12234,-121.47,38.54,47,2085,1.2679,56700
12235,-121.47,38.54,36,2099,1.4138,52500
12236,-121.47,38.53,44,543,1.3646,65400
12237,-121.47,38.53,43,3215,1.4625,54400
12238,-121.47,38.52,26,2177,1.2575,66800
12239,-121.47,38.51,52,20,3.625,80000
12240,-121.47,38.5,17,1895,1.7188,137500
12241,-121.47,38.49,17,3595,2.3233,78800
12242,-121.47,38.48,24,2359,3.2702,67300
12243,-121.47,38.13,13,3192,2.2619,123500
12244,-121.47,36.92,27,2049,4.6477,265900
12245,-121.48,39.05,40,198,4.5625,100000
12246,-121.48,38.62,23,7709,3.8272,96600
12247,-121.48,38.61,18,1511,2.3438,89400
12248,-121.48,38.59,52,1186,1.6116,70500
12249,-121.48,38.59,43,987,0.9204,82100
12250,-121.48,38.58,52,576,2.01,94300
12251,-121.48,38.58,52,2501,1.5872,157500
12252,-121.48,38.58,48,2434,1.6277,140600
12253,-121.48,38.58,42,1823,1.245,137500
12254,-121.48,38.57,52,567,1.625,187500
12255,-121.48,38.57,47,2438,1.4301,141700
12256,-121.48,38.57,38,2809,1.8512,114100
12257,-121.48,38.57,38,1145,1.78,114300
12258,-121.48,38.56,52,814,2.8542,125000
12259,-121.48,38.56,50,1587,2.0833,94300
12260,-121.48,38.56,46,1476,2.7316,134700
12261,-121.48,38.56,44,1151,2.0089,113600
12262,-121.48,38.55,52,2508,7.1035,228700
12263,-121.48,38.55,52,2216,4.8603,191900
12264,-121.48,38.55,52,2037,4.3929,162500
12265,-121.48,38.55,52,1684,4.1467,175000
12266,-121.48,38.54,41,3364,2.1975,73500
12267,-121.48,38.53,43,1378,2.3542,103900
12268,-121.48,38.53,38,1451,2.3487,101600
12269,-121.48,38.53,37,1704,1.9837,62300
12270,-121.48,38.52,36,1824,2.9911,96400
12271,-121.48,38.52,34,2561,3.1583,95800
12272,-121.48,38.51,24,979,2.5926,72300
12273,-121.48,38.5,23,2679,1.3679,70300
12274,-121.48,38.49,26,3165,1.5908,78600
12275,-121.48,38.46,8,10505,4.0516,121200
12276,-121.48,37.77,19,2364,5.0176,274200
12277,-121.48,36.49,28,1006,1.9722,210700
12278,-121.49,39.52,25,848,3.9028,93800
12279,-121.49,38.63,6,12197,3.7449,129300
12280,-121.49,38.62,8,15309,3.9143,129700
12281,-121.49,38.61,6,4391,3.4291,105300
12282,-121.49,38.59,20,463,1.0313,85000
12283,-121.49,38.58,52,569,0.9196,137500
12284,-121.49,38.58,52,2151,1.4034,90300
12285,-121.49,38.58,52,1000,1.4375,168800
12286,-121.49,38.57,38,2410,1.2209,87900
12287,-121.49,38.56,52,1844,3.0033,103500
12288,-121.49,38.56,42,900,1.2813,87500
12289,-121.49,38.56,35,1521,1.9013,86900
12290,-121.49,38.55,52,2515,3.3844,151100
12291,-121.49,38.55,51,4280,5.0359,224100
12292,-121.49,38.54,47,2313,2.5639,123000
12293,-121.49,38.54,37,1655,1.6932,78400
12294,-121.49,38.53,42,1468,3.3906,124200
12295,-121.49,38.53,40,2966,3.125,130600
12296,-121.49,38.52,37,1902,3.1014,96800
12297,-121.49,38.51,18,700,2.9219,152900
12298,-121.49,38.5,32,2364,3.319,84500
12299,-121.49,38.5,30,1715,3.0313,87900
12300,-121.49,38.49,26,4629,2.735,74600
12301,-121.49,38.49,26,1557,2.6613,77700
12302,-121.49,38.47,26,6121,2.3496,68000
12303,-121.5,39.83,15,1896,1.6948,87500
12304,-121.5,38.63,6,693,3.1944,117000
12305,-121.5,38.62,8,16679,3.7188,134500
12306,-121.5,38.59,43,88,1.725,67500
12307,-121.5,38.58,5,761,0.7526,162500
12308,-121.5,38.58,20,4018,2.5821,125000
12309,-121.5,38.57,9,745,3.358,77500
12310,-121.5,38.57,45,858,1.0114,80000
12311,-121.5,38.57,44,1375,2.1719,87500
12312,-121.5,38.56,46,2646,1.128,123100
12313,-121.5,38.55,52,2784,5.6402,209800
12314,-121.5,38.55,49,4094,5.2362,236800
12315,-121.5,38.54,52,1145,8.338,405800
12316,-121.5,38.54,44,1167,3.7344,179800
12317,-121.5,38.53,39,3184,4.6923,192000
12318,-121.5,38.53,37,3642,3.5231,114300
12319,-121.5,38.49,32,4013,3.3689,83400
12320,-121.5,38.49,29,3606,2.7368,78200
12321,-121.5,38.34,36,1212,2.0048,72900
12322,-121.51,39.97,22,1468,2.3036,73000
12323,-121.51,38.58,42,1822,1.2542,76000
12324,-121.51,38.57,36,613,2.2031,93800
12325,-121.51,38.55,45,3032,2.8417,137900
12326,-121.51,38.54,34,2815,3.9792,164800
12327,-121.51,38.53,36,2603,5.3135,216600
12328,-121.51,38.53,34,1613,4.25,191900
12329,-121.51,38.51,33,2918,5.5208,171300
12330,-121.51,38.51,31,1595,6.6112,251600
12331,-121.51,38.5,25,4719,5.0371,180200
12332,-121.51,38.49,21,4426,4.1,158300
12333,-121.51,38.26,52,910,1.6458,52800
12334,-121.51,37.02,19,2372,4.0238,374600
12335,-121.51,36.86,36,1019,2.625,210000
12336,-121.52,39.49,30,1217,2.6563,63600
12337,-121.52,39.48,21,2628,2.0455,59400
12338,-121.52,39.43,15,2119,2.3566,80400
12339,-121.52,39.12,37,102,4.125,72000
12340,-121.52,38.9,32,1650,2.9048,98200
12341,-121.52,38.59,35,6418,1.6647,69100
12342,-121.52,38.58,24,938,1.642,32500
12343,-121.52,38.57,43,2360,2.89,86200
12344,-121.52,38.53,31,3089,4.2885,160300
12345,-121.52,38.53,30,3377,3.5737,171200
12346,-121.52,38.51,23,6876,3.0963,156900
12347,-121.52,38.5,19,4900,4.8497,184400
12348,-121.52,38.49,5,3344,3.6196,152800
12349,-121.52,37.75,18,1544,4.3229,327300
12350,-121.53,39.53,35,1806,4.5156,91200
12351,-121.53,39.52,24,1028,2.9688,86400
12352,-121.53,39.49,19,1537,1.5313,50300
12353,-121.53,39.44,26,1340,2.6071,57100
12354,-121.53,39.19,27,2080,2.5495,98300
12355,-121.53,39.08,15,1810,2.0469,55100
12356,-121.53,38.61,5,8149,3.6788,178800
12357,-121.53,38.58,35,1316,2.1213,79200
12358,-121.53,38.58,33,4988,1.9728,76400
12359,-121.53,38.57,34,3395,4.0833,118500
12360,-121.53,38.56,39,2438,2.9375,86600
12361,-121.53,38.51,20,6132,3.1607,178900
12362,-121.53,36.85,23,3359,2.6719,193600
12363,-121.54,40.06,17,858,2.4028,67500
12364,-121.54,39.6,15,886,2.1467,84100
12365,-121.54,39.5,38,1438,1.3289,39400
12366,-121.54,39.48,29,2896,1.8047,53800
12367,-121.54,39.47,14,1724,2.4952,53900
12368,-121.54,39.33,27,720,2.5313,61300
12369,-121.54,39.13,18,4289,1.3375,59600
12370,-121.54,39.12,17,4251,2.3496,65000
12371,-121.54,39.08,26,2276,2.4695,58000
12372,-121.54,38.59,40,2120,2.0368,67800
12373,-121.54,38.59,29,2242,2.0781,74800
12374,-121.54,38.58,30,4648,1.3177,74300
12375,-121.54,38.54,36,1672,3.0536,73100
12376,-121.54,38.51,17,8482,4.2216,217900
12377,-121.54,38.49,6,9104,5.1442,174500
12378,-121.54,38.29,47,1396,2.8616,92500
12379,-121.54,36.7,12,6758,3.525,201700
12380,-121.55,39.51,48,827,0.8024,58300
12381,-121.55,39.51,39,1551,2.0357,57600
12382,-121.55,39.5,26,3215,1.0585,45100
12383,-121.55,39.48,41,461,2.2045,41800
12384,-121.55,39.45,18,2278,1.3611,60600
12385,-121.55,39.44,31,1434,1.7727,49000
12386,-121.55,39.1,27,1783,1.2857,47000
12387,-121.55,39.06,25,1332,2.25,63400
12388,-121.55,38.59,36,435,1.2292,69600
12389,-121.55,38.55,10,6227,4.106,115900
12390,-121.55,38.51,22,2403,3.9,146900
12391,-121.55,38.51,14,5490,6.5253,216800
12392,-121.55,38.5,9,4868,5.7621,204600
12393,-121.55,37.37,39,759,3.6964,262500
12394,-121.56,39.53,12,1733,1.5771,65200
12395,-121.56,39.52,9,818,1.7708,79500
12396,-121.56,39.52,26,1957,1.7308,53600
12397,-121.56,39.51,47,1064,1.3654,57900
12398,-121.56,39.51,46,1885,1.6352,53100
12399,-121.56,39.27,28,2332,3.7125,116800
12400,-121.56,39.16,35,2157,1.5827,63000
12401,-121.56,39.16,12,3349,2.9647,88800
12402,-121.56,39.13,17,2277,1.5085,69700
12403,-121.56,39.11,18,2171,2.3011,57500
12404,-121.56,39.1,28,2130,1.3631,45500
12405,-121.56,39.08,26,1377,1.4934,48300
12406,-121.56,39.01,22,1891,2.7303,99100
12407,-121.56,38.58,32,2070,1.9426,82300
12408,-121.56,38.44,43,1485,3,141700
12409,-121.56,37.08,17,6725,6.4313,393100
12410,-121.57,39.8,23,790,2.1912,115200
12411,-121.57,39.78,18,2221,2.0458,105700
12412,-121.57,39.76,20,1384,2.0882,104900
12413,-121.57,39.74,17,1619,2.4623,126100
12414,-121.57,39.5,31,2023,1.5714,56100
12415,-121.57,39.16,21,1872,3.725,84700
12416,-121.57,39.16,18,1632,3.1029,71700
12417,-121.57,39.13,30,442,1.5694,57900
12418,-121.57,39.1,28,1442,1.8413,62300
12419,-121.57,38.19,36,1395,2.4353,162500
12420,-121.57,37.02,17,2889,2.9417,178000
12421,-121.57,36.98,14,5231,4.9702,279800
12422,-121.58,39.83,16,4591,2.2419,93200
12423,-121.58,39.79,19,2636,2.7863,108600
12424,-121.58,39.76,19,2487,3.1061,110200
12425,-121.58,39.76,18,1676,1.7875,103800
12426,-121.58,39.52,25,2409,1.9956,58000
12427,-121.58,39.51,24,1865,1.6389,56700
12428,-121.58,39.5,29,1947,2.1658,57600
12429,-121.58,39.16,36,1206,3.3611,79800
12430,-121.58,39.15,34,1376,1.4946,55500
12431,-121.58,39.14,52,662,0.8928,55000
12432,-121.58,39.12,26,2796,1.8355,61200
12433,-121.58,38.81,25,778,1.7857,258300
12434,-121.58,37.03,16,3120,3.5551,198600
12435,-121.58,37.02,27,2303,3.2019,203600
12436,-121.58,37.01,44,3192,4.3693,234000
12437,-121.58,37.01,15,2873,5.1519,264700
12438,-121.59,39.86,14,1527,2.8657,119600
12439,-121.59,39.82,12,1958,2.3507,97600
12440,-121.59,39.79,20,743,1.625,88300
12441,-121.59,39.78,18,945,2.1838,58000
12442,-121.59,39.78,16,2754,1.4048,86500
12443,-121.59,39.39,22,2515,2.1776,73800
12444,-121.59,39.15,48,1783,1.6652,58900
12445,-121.59,39.14,41,1492,1.684,71300
12446,-121.59,39.1,24,1107,1.7167,48800
12447,-121.59,38.69,32,541,8.0379,383300
12448,-121.59,37.19,52,220,15.0001,131300
12449,-121.59,37.02,14,6355,4.4233,228600
12450,-121.59,37.01,16,6637,4.3227,251500
12451,-121.59,36.97,16,865,5.7396,308700
12452,-121.59,36.55,34,737,5.1788,270000
12453,-121.6,39.83,12,3744,2.3079,95300
12454,-121.6,39.8,10,1742,2.4537,117900
12455,-121.6,39.79,18,2672,2.567,102900
12456,-121.6,39.77,26,1503,1.875,84000
12457,-121.6,39.77,23,2263,2.3403,87300
12458,-121.6,39.76,22,2447,1.8245,85500
12459,-121.6,39.75,19,2888,1.9766,92600
12460,-121.6,39.68,15,1677,2.3958,111200
12461,-121.6,39.15,19,1396,1.5208,70300
12462,-121.6,39.12,21,1299,1.3348,225000
12463,-121.6,37.91,13,2479,5.1017,241400
12464,-121.6,37.13,14,9483,7.5,344500
12465,-121.6,37.09,24,1511,3.625,350000
12466,-121.6,36.88,21,3416,4.7813,241500
12467,-121.6,36.81,18,1575,5.2203,286500
12468,-121.61,39.77,25,1612,2.963,89500
12469,-121.61,39.52,24,1610,1.8661,59800
12470,-121.61,39.14,44,2035,1.4661,65200
12471,-121.61,39.13,21,1432,1.6823,83800
12472,-121.61,37.86,30,1428,3.691,154400
12473,-121.61,37.77,32,404,4.2083,125000
12474,-121.61,37.06,21,5322,5.5936,386800
12475,-121.61,37.03,5,6529,5.6754,298500
12476,-121.61,36.69,19,9899,2.0244,118500
12477,-121.61,36.68,37,3149,2.8542,127600
12478,-121.61,36.67,39,3260,2.5224,119200
12479,-121.62,41.78,40,3272,1.7885,43500
12480,-121.62,39.77,23,1759,1.8125,93500
12481,-121.62,39.75,20,1173,1.0625,92800
12482,-121.62,39.5,18,2105,1.6346,63300
12483,-121.62,39.16,7,4480,3.809,110700
12484,-121.62,39.16,16,2037,2.4556,97100
12485,-121.62,39.15,36,2321,3.0962,74000
12486,-121.62,39.15,23,1984,1.9375,65300
12487,-121.62,39.14,41,2183,1.6902,61500
12488,-121.62,39.13,41,1317,1.6719,64100
12489,-121.62,39.12,35,2787,2.5469,65900
12490,-121.62,39.12,26,1405,4.2188,94200
12491,-121.62,39.11,5,2320,3.2465,97200
12492,-121.62,39.11,11,3519,4.2792,123800
12493,-121.62,39.09,21,2693,3.8534,99700
12494,-121.62,38.96,36,1826,1.9797,118800
12495,-121.62,37.61,26,1786,5.7239,430600
12496,-121.62,37.09,37,1593,3.9306,260700
12497,-121.62,36.74,30,1337,5.0374,165400
12498,-121.62,36.71,24,4195,4.3451,177800
12499,-121.62,36.69,12,512,2.2667,72900
12500,-121.62,36.69,11,4712,2.5986,135700
12501,-121.62,36.68,43,2534,2.4884,130500
12502,-121.62,36.67,45,1827,2.8942,129000
12503,-121.62,36.67,31,2697,2.5329,135200
12504,-121.62,36.63,52,1437,3.6286,165500
12505,-121.62,36.43,20,1335,4.7891,230600
12506,-121.62,36.14,25,726,3.2375,450000
12507,-121.63,40.92,23,1922,2.2337,64500
12508,-121.63,39.78,28,1677,2.6823,93400
12509,-121.63,39.76,22,2598,2.8182,109700
12510,-121.63,39.75,37,1296,1.8616,70500
12511,-121.63,39.18,13,1907,2.0978,134000
12512,-121.63,39.16,7,1879,2.4183,103800
12513,-121.63,39.15,27,336,5.3946,71800
12514,-121.63,39.15,27,2991,1.8849,73500
12515,-121.63,39.15,16,1547,1.5613,72500
12516,-121.63,39.14,39,1874,2.5038,68300
12517,-121.63,39.13,26,2355,1.8208,79500
12518,-121.63,39.12,34,1991,3.4492,98800
12519,-121.63,38.67,34,431,2.625,225000
12520,-121.63,38.04,25,2019,3.2619,183800
12521,-121.63,38.03,17,2549,3.6694,209400
12522,-121.63,37.12,17,1830,2.4821,248200
12523,-121.63,37.1,14,5034,4.9028,335000
12524,-121.63,36.71,19,5015,3.9818,152900
12525,-121.63,36.67,34,2486,2.5263,130400
12526,-121.64,40.9,24,2237,1.7538,90300
12527,-121.64,39.74,20,1808,2.3711,121800
12528,-121.64,39.22,37,1189,3.8611,100000
12529,-121.64,39.12,13,6408,4.2656,110700
12530,-121.64,39.11,18,3212,3.3793,92900
12531,-121.64,37.85,22,1999,4.4583,253900
12532,-121.64,37.15,13,4780,6.1684,288100
12533,-121.64,36.82,18,1819,4.1696,222500
12534,-121.64,36.74,30,2628,4.1696,175000
12535,-121.64,36.72,17,4203,4.1742,159900
12536,-121.64,36.7,32,4089,4.1675,142500
12537,-121.64,36.68,16,6568,2.3463,156100
12538,-121.64,36.67,28,256,3.0197,137500
12539,-121.64,36.66,24,3174,5.2285,248100
12540,-121.65,40.88,15,2909,3.0179,61300
12541,-121.65,39.76,31,1599,3,96700
12542,-121.65,39.53,23,1387,1.4833,65200
12543,-121.65,39.35,24,1003,1.7552,86400
12544,-121.65,39.32,40,812,2.7891,73500
12545,-121.65,39.16,16,5022,2.3963,114800
12546,-121.65,39.13,11,4833,2.6842,89100
12547,-121.65,37.11,14,6006,5.9356,321700
12548,-121.65,36.85,20,2606,4.5787,245100
12549,-121.65,36.77,15,2191,4.7969,227500
12550,-121.65,36.7,29,4964,3.0827,148100
12551,-121.65,36.69,21,7884,2.7367,160300
12552,-121.65,36.67,52,2351,2.8924,169600
12553,-121.65,36.67,28,1926,1.9385,123200
12554,-121.65,36.66,42,4261,3.5288,221000
12555,-121.65,36.66,30,3745,3.2355,214200
12556,-121.66,39.15,22,2144,3.4426,102400
12557,-121.66,39.09,27,2098,4.45,96200
12558,-121.66,37.93,19,2055,4.7426,263100
12559,-121.66,36.89,15,2608,5.5148,253500
12560,-121.66,36.82,17,3921,5.0092,238700
12561,-121.66,36.71,27,4131,3.2929,157500
12562,-121.66,36.7,33,3252,3.4222,158100
12563,-121.66,36.69,6,10613,3.7912,168900
12564,-121.66,36.67,40,2878,3.1439,192300
12565,-121.66,36.67,40,2497,3.1071,193100
12566,-121.66,36.37,9,1580,6.1668,405800
12567,-121.67,40.89,17,2548,2.267,57800
12568,-121.67,40.61,8,2411,2.1513,80400
12569,-121.67,39.37,27,2599,1.9943,86300
12570,-121.67,39.34,22,1217,2.6607,84600
12571,-121.67,39.26,29,3041,1.6315,58000
12572,-121.67,39.18,26,2121,3.3958,94600
12573,-121.67,39.14,22,2264,3.6111,112300
12574,-121.67,38.85,46,645,1.7417,110400
12575,-121.67,38.54,13,6141,4.2432,326500
12576,-121.67,37.99,22,1046,4.375,213500
12577,-121.67,36.93,22,569,2.1875,187500
12578,-121.67,36.68,38,5561,2.8289,168300
12579,-121.67,36.67,24,3071,3.9219,222500
12580,-121.67,36.66,19,9371,3.6875,189700
12581,-121.68,39.82,15,3996,3.5189,141300
12582,-121.68,39.29,29,1860,1.5281,61600
12583,-121.68,39.13,17,1969,3.4698,179700
12584,-121.68,39.11,19,1366,4.0625,141700
12585,-121.68,37.98,19,3388,3.6411,162800
12586,-121.68,37,19,3754,6.7644,412600
12587,-121.68,36.72,12,19234,3.2652,152800
12588,-121.69,39.36,29,2220,2.3224,56200
12589,-121.69,38.87,38,412,2.6597,86000
12590,-121.69,38.16,46,2292,2.2888,94900
12591,-121.69,37.95,15,1850,3.8125,125400
12592,-121.69,37.14,12,4077,5.2951,386200
12593,-121.69,36.96,23,1229,5.1433,305600
12594,-121.69,36.81,18,2837,4.5272,221000
12595,-121.69,36.8,19,2164,3.338,185300
12596,-121.69,36.52,15,4037,8.0922,390100
12597,-121.7,39.37,32,1852,1.7885,57000
12598,-121.7,39.36,46,1210,1.91,63900
12599,-121.7,39.36,37,2330,2.0474,56000
12600,-121.7,38.65,22,1360,2.4167,225000
12601,-121.7,38.6,16,2372,2.8922,153600
12602,-121.7,38.54,13,6819,4.6225,226500
12603,-121.7,37.98,9,3079,5.1041,172900
12604,-121.7,37.96,33,2396,3.2813,151400
12605,-121.7,37.94,36,1710,2.8828,131100
12606,-121.7,37.93,19,2005,2.2216,156700
12607,-121.7,37.93,10,3258,4.6587,152500
12608,-121.7,37.91,17,1962,4.8958,187100
12609,-121.7,37.2,15,531,4.65,385700
12610,-121.7,36.84,19,2511,4.9107,231900
12611,-121.7,36.77,21,2294,3.0347,227200
12612,-121.7,36.67,37,641,3.3456,252600
12613,-121.7,36.6,19,3562,5.0162,283100
12614,-121.7,36.48,19,2150,3.5039,288400
12615,-121.71,39.42,21,1432,2.2813,57600
12616,-121.71,39.41,22,1814,2.1728,59400
12617,-121.71,38.72,32,710,2.8882,151400
12618,-121.71,38.56,20,8627,4.2198,164100
12619,-121.71,37.99,27,3861,3.3558,129700
12620,-121.71,36.9,16,1680,4.6125,253800
12621,-121.71,36.88,19,2528,3.7766,177000
12622,-121.71,36.78,19,2371,5.9175,240200
12623,-121.72,38.8,36,1069,1.9559,78400
12624,-121.72,38.54,16,2790,3.1908,194300
12625,-121.72,38,7,7957,4.9618,156500
12626,-121.72,37.98,5,7105,5.0468,168800
12627,-121.72,37.7,17,1671,6.1023,450000
12628,-121.72,37.16,21,1062,4.7386,394100
12629,-121.73,38.56,30,3306,2.8614,145200
12630,-121.73,38.54,18,974,1.0633,137500
12631,-121.73,38.13,40,1266,3.0288,164400
12632,-121.73,38,3,9217,5.0016,189100
12633,-121.73,37.71,12,5608,3.9864,200200
12634,-121.73,36.93,29,2931,3.2917,224700
12635,-121.73,36.9,23,2392,2.5195,136900
12636,-121.73,36.86,28,827,4.4271,175700
12637,-121.73,36.5,27,3184,5.6383,377000
12638,-121.74,39.59,24,1535,2.3833,95100
12639,-121.74,39.38,27,2596,2.3243,85500
12640,-121.74,39.15,20,2302,2.8,71200
12641,-121.74,38.56,18,3960,1.7257,179100
12642,-121.74,38.15,22,1910,4.8173,115800
12643,-121.74,37.95,5,4980,5.7104,186300
12644,-121.74,37.35,34,440,5.2327,500001
12645,-121.74,37.3,12,1961,6.7159,362700
12646,-121.74,37.29,6,7292,5.6411,294700
12647,-121.74,36.92,29,1210,3.1062,156000
12648,-121.74,36.92,17,2648,2.4461,151700
12649,-121.74,36.92,14,3355,2.6506,164600
12650,-121.74,36.79,16,3841,4.3814,245300
12651,-121.74,36.49,33,2952,4.4209,274600
12652,-121.74,36.47,28,1973,4.25,279100
12653,-121.75,39.88,16,2867,2.7143,95300
12654,-121.75,39.4,29,1687,2.4943,81900
12655,-121.75,38.67,9,12139,3.125,132500
12656,-121.75,38.55,33,2479,4.7308,236200
12657,-121.75,38.55,26,4802,3.7452,227700
12658,-121.75,37.71,11,12070,4.8624,192400
12659,-121.75,37.68,35,1755,5.2443,183400
12660,-121.75,37.35,18,1947,8.1871,500001
12661,-121.75,37.3,23,1801,2.5052,133700
12662,-121.75,37.29,15,1486,4.3365,221000
12663,-121.75,37.11,18,3167,6.8773,467700
12664,-121.75,36.96,19,3461,4.7569,190800
12665,-121.75,36.95,27,1580,4.7071,202700
12666,-121.75,36.93,24,4026,3.1327,218100
12667,-121.75,36.92,46,1362,2.4615,177800
12668,-121.75,36.91,52,1211,1.6875,161400
12669,-121.75,36.91,32,1461,2.8056,173200
12670,-121.75,36.77,25,1851,3.2937,135300
12671,-121.75,36.76,32,1740,2.7694,132400
12672,-121.76,41.5,31,602,1.0667,34200
12673,-121.76,38.94,48,540,3.6111,67500
12674,-121.76,38.68,38,674,1.3942,69400
12675,-121.76,38.66,17,5320,4.1997,133400
12676,-121.76,38.57,11,15018,3.1371,201800
12677,-121.76,38.55,23,8800,2.065,219400
12678,-121.76,37.7,9,3980,5.7068,256700
12679,-121.76,37.68,52,2157,3.7301,204400
12680,-121.76,37.68,35,1864,4.2361,177500
12681,-121.76,37.68,32,1078,3.1856,186900
12682,-121.76,37.67,6,3023,6.3705,350000
12683,-121.76,37.33,5,4153,5.6306,286200
12684,-121.76,37.3,6,3526,6.1463,335500
12685,-121.76,37.29,15,2267,7.1267,277900
12686,-121.76,37.28,17,660,4.9097,241000
12687,-121.76,37.26,17,250,4.6458,500001
12688,-121.76,37.23,16,4274,5.4218,233900
12689,-121.76,37,21,1416,3.1987,279800
12690,-121.76,36.92,46,947,3.4125,160700
12691,-121.76,36.92,36,2096,3.2216,238300
12692,-121.76,36.92,20,2687,2.6434,169700
12693,-121.76,36.91,23,1276,1.9609,155000
12694,-121.76,36.83,28,1445,3.6693,211000
12695,-121.76,36.77,27,1608,2.3384,121000
12696,-121.77,39.66,20,3759,4.712,158600
12697,-121.77,38.76,32,1950,2.8365,87900
12698,-121.77,38.69,47,1697,3.4559,123100
12699,-121.77,38.68,43,2559,2.1927,107900
12700,-121.77,38.67,45,2438,2.8351,107200
12701,-121.77,38.67,42,2670,2.2794,108900
12702,-121.77,38.01,13,2983,3.9861,168100
12703,-121.77,37.99,4,5623,5.4409,205100
12704,-121.77,37.74,25,494,9.1531,418800
12705,-121.77,37.68,44,495,2.6667,179200
12706,-121.77,37.68,36,1687,3.5532,158400
12707,-121.77,37.67,20,8068,5.7907,264200
12708,-121.77,37.33,9,3160,7.5443,348400
12709,-121.77,37.33,8,3088,7.2707,355300
12710,-121.77,37.24,12,10236,4.747,261100
12711,-121.77,37.23,15,4713,5.6958,253800
12712,-121.77,37.22,16,3992,6.7287,299300
12713,-121.77,37.22,16,1617,4.5221,191100
12714,-121.77,36.96,20,4228,3.525,229100
12715,-121.77,36.93,33,1406,3.2813,190000
12716,-121.77,36.93,24,1943,3.0192,184300
12717,-121.77,36.93,20,2587,2.4375,190400
12718,-121.77,36.92,9,4934,3.5,194800
12719,-121.77,36.91,8,2715,2.8348,162000
12720,-121.77,36.87,37,424,3.3472,293800
12721,-121.77,36.71,18,6601,3.512,174800
12722,-121.77,36.53,18,2321,10.1854,426000
12723,-121.78,39.71,8,140,2.125,179200
12724,-121.78,38.68,43,3766,2.3468,119400
12725,-121.78,38.67,38,2948,4.0556,146900
12726,-121.78,38.66,18,4224,4.8226,139900
12727,-121.78,38.55,12,10509,2.9605,204300
12728,-121.78,38.01,19,2688,4.4491,133900
12729,-121.78,38,8,2371,5.3245,174500
12730,-121.78,37.97,4,17032,5.5601,213700
12731,-121.78,37.69,35,2853,4.3533,168400
12732,-121.78,37.69,34,2358,3.3618,174600
12733,-121.78,37.68,17,3112,3.0222,172500
12734,-121.78,37.67,28,1773,4.8571,201100
12735,-121.78,37.67,26,2211,5.2649,199800
12736,-121.78,37.66,25,1947,3.8523,193000
12737,-121.78,37.34,21,1959,7.375,338400
12738,-121.78,37.34,11,3195,7.0671,378200
