username,tweet,label
tubagusramadhan,"@BiznetHome Pd. Cina, Depok, sekitarnya gangguan lg nih koneksinya bosku. Please fix this, semalam jg sempat kayak gitu hehehe",Ras
nzz0502,"@ANDY92FC Orang cina juga makan pake nasi, masa pake pasirðŸ¤§",Ras
FitriaLilla,"DOB Penting untuk memperpendek rentang kendali pelayanan publik di Papua
 
 KN Potret Kemajuan https://t.co/BoWxEYNXhe",Ras
Aisyahbismillah,"Sifat menmbungkuk seperti budaya jepang tidak di perbolehkan dalam syariat islam..
 
 Cara menghornati manusia tdk boâ€¦ https://t.co/00DbXcSeJw",Agama
putraMHAZ,@abcDee____ Hahaha kena ajar pki rotan makngah br dia ikut ðŸ˜‚ðŸ˜‚,Ras
FitriaLilla,"Papua tanah surga akan makin sejahtera berkat DOB
 
 KN Potret Kemajuan https://t.co/X19dssBThG",Ras
mirsat10layn,@imnbhdafraid @agubuge pki yazma bana ðŸ˜Ÿ,Ras
Ditpolairudbali,Papua adalah kepulauan Indonesia bukan negara asing ! https://t.co/bBwlqf5SB5,Ras
RamadhanReynard,@CahyaaBulan Masyarakat Papua sampai kapan pun tidak percaya propaganda KSTP,Ras
DessitaHapsari,@CahyaaBulan Tumbangkan teroris papua,Ras
tyutar2,@RendiDarmawan_ Tumpas KST Papua,Ras
tyutar2,@AuroraPutri12_ DOB untuk rakyat Papua,Ras
SusenoEno4,"@cintah__ Judi di perbolehkan, lgbt silakan, pki ok, kkn harus, oligarki bosnya, ulama islam di tangkepin, semua ada di negri wakanda",Agama
Yuan57443697,@CahyaaBulan KST di Papua harus segera di berantas habis,Ras
sihenrys,@abu_waras Bahasa Arab ga ada hub nya dengan Islamphobia. Di TimTeng agama selain Islam juga pake bahasa Arab. Kalaâ€¦ https://t.co/De4M194njy,Agama
jzznz,bahasa yang paling susah buat sulli adalah bahasa cina,Ras
NacchanHaruna,Tebak ras dan aliran kepercayaan. ðŸ˜¹,Ras
meteosphere,Alfred Louis Kroeber mengklasifikasikan ras-ras di dunia menjadi lima golongan ras utama.,Ras
latipbakii,Terus rawat dan jaga budaya Indonesia,Ras
ichwan_syach,@ruhutsitompul Cina mana Cina... Maming mana... Masiku mana.. ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,Ras
juga_gitu,"@Hilmi28 Pakai bahasa apapun boleh kok...orang jawa, orang dayak, orang sunda pun orang Arab. Kok malah ente sibukâ€¦ https://t.co/dZkHPeBzmv",Ras
fakyouuuuuuu,"@MALAYSIAVIRALL Cina kan mmg babi, nyonya2 apek2 lah babi bwk kete dh la lembab dduk lane kanan bodo howsialo teng caocibai",Ras
WZastra,"@Wahyudi23979688 Lah gerombolan PKI mana tau itu?
 Agama hanya kedok aja",Agama
abbas48344508,@imrannben Aku pki unifi tv,Ras
cnbalekong,@Budisan49625819 cina komunis anjing! Usir seluruh kawanan imigran cina anjink tak diundang tak tahu diri dari Indonesia!,Ras
FDiblok,bagaimana desain rumah adat suku minang,Ras
darmantahu,@mandaro_alam @6undul0h dialek cina jowo,Ras
AnakNius,"@don_howei @ekowboy2 Kamu ke Papua trus bilang kemasyarakat Papua bahwa kalian bukan pribumi,brani tidak?
 Sy bisa pâ€¦ https://t.co/u4myrKqFhx",Ras
diyta_18,@ganjarpranowo @gibran_tweet Budaya adalah ciri khas suatu bangsa,Ras
ThE_ELm007,"ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥
 Rame2, akun pemecah belah persatuan",Ras
exand63,@M45Broo_ Pasti orang Papua,Ras
SekarJayanti07,"Ini termasuj ras Ra Urus tenan
 
 Pengen aku sabeti pakai kaos lama lama",Ras
diyta_18,"Merawat budaya, menjaga kehidupan berbangsa",Netral
greenfillds,"knp ya klo lagi ngumpul sama temen trus w diem pda panik nanyain w knp, pdhl lagi liat vidio org cina bikin acar",Ras
pksjabar,"""Insya Allah hari ini kita akan ada palang pintu dan hadrah yang mengiringi proses pendaftaran di KPU. Selain untukâ€¦ https://t.co/tIs4zVfWm5",Netral
BarberaRidho,"Papua makin sejahtera berkat DOB, IKN Potret Kemajuan https://t.co/yFc5MwnreD",Netral
mixssufe,"inggris, korea, cina ã… ã…",Ras
AlvinaAulya,"@Bams27735590 busehhhh ""dikuasai cina"", itu mulu narasi hoax yg dibuat, udah gak laku woyyy https://t.co/mlIdfkL3su",Ras
nyap2section,niatnya infoin ke doi ada FGDP k3 tp di papua bukan yg site gresik. responnya lngsg â€œGAUSAH!!!â€ ngakak lah aku lg nâ€¦ https://t.co/JPhOUWHKUh,Ras
headsink,Sesetengah orang nampak tauke Cina kaya saja tapi kena tengok keseluruhannya yang bagi greenlight ada Melayu denganâ€¦ https://t.co/UnU990kwQF,Ras
snowglitters_,"@sbyfess Pake baju bodo sulawesi selatan nder, atau pake kebaya yg hijaban, baju dayak juga unik nder nanti bisa dipakein menset",Ras
uchihasasongko,@marc_kojack @potatogurih @tvindonesiawkwk spesialis bongkar toko etnis cina,Ras
SajaJarwo,dukung TNI/POLRI Menumpas Kejahatan Dan Kekejaman OPM/KSTP Terhadap Orang Asli Papua (OAP) Yang Tidak Berperi Kemanâ€¦ https://t.co/vRrgQdjGaz,Netral
Martini02598259,@ruhutsitompul PKI sdh trbiasa klo korupsi nilep data si ya Hut?,Ras
Effazainal2,"Hutan tak penah, tapi waze bawak kiri kanan kubur cina . Dgn byk anjing . Dasar anjirrr punya waze !",Ras
arifunasiin,"""Insya Allah hari ini kita akan ada palang pintu dan hadrah yang mengiringi proses pendaftaran di KPU. Selain untukâ€¦ https://t.co/jT8KT81qLi",Netral
OKMoreOne,@emerson_yuntho Hanya PKI yg ga suka syariat islam utk umat islam!,Agama
filsa_10,"@LeeQoute @Ika19244039 @alextham878 @DokterTifa Yg slalu bilang kadrun itu ada 3 jenis manusia nya, kalo gk pki yaâ€¦ https://t.co/9B1KClpOoe",Agama
Nur13420342,@sitepusalim @SoemadiRito Budaya arab gundulmu kui. Itu ajaran islam cok bukan budaya arab..,Agama
MOHAMMADILHAMI5,SALAM KAMU TENGOH RADIO TV MALAYSIA DIA CAKAP TAMIL CINA MELAYU APA APA BAHASA DI PROMOTE SIAPA RAKYAT MALAYSIA KE,Ras
ANDREW49174006,@Afrizall691 Di mana tinggalnya mas si bapa cina ini,Ras
AsgasKpopop,@apoycuy Tokoh agama di Papua kecam penyerangan KSTP ke pendeta dan ustad. IKN Potret Kemajuan,Agama
CebongHaqiqi,"@uniemara @Gembul99999 @ekowboy2 TololðŸ¤£
 Cina sdh hadir dinusantara jauh sebelum bangsa Arab.
 Apakah bisa dikatakan cina itu Pribumi?",Ras
sitepusalim,"@SoemadiRito ya itu...... kalau pekok memang seperti itu.
 
 itu busana budaya di tanah Arab keseluruhan, kita disiniâ€¦ https://t.co/hM2Yj9C510",Ras
YudiSet16452924,@lama619431201 @CCICPolri @indo_pol @DivHumas_Polri Namanya juga keturunan pki cebong direkrut oleh jokowi dari anak keturunan pki,Ras
DefiJhon,@CahyaaBulan Citra Papua sudah baik di mancanegara bukan karena kelompok separatisnya,Netral
Jaga_Nusantara9,"Kadrun itu betul2 gak banyak paham apapun.
 Tapi ikut2 campur mengurusi negara dan org lain.
 Akhirnya menambah dosaâ€¦ https://t.co/6CrYFCTKUM",Agama
lelegurame,"Orang jelek, apalagi cowok, lebih susah memanjat tangga kesuksesan industri budaya. Kecuali pandai melucu atau menjâ€¦ https://t.co/PUqDXKyFZv",Ras
ninnafff,@suckmydvckk daun pacar cina?,Ras
rayafahreza,Kedaulatan Digital kedengeran kayak istilah yang cocok untuk negara macam Cina atau Korea Utara.,Ras
FarukbeJadd,"@IwanIwe Ya ini kan negara demokrasi bos, protes wajar lah, bukan komunis kek cina rusia",Ras
CXinfei,@apanakdikato Nk rampas slgor balik agak susah sbb slgor kebanyakn org cina..,Ras
krt_senoparty,@Sinfourth_ @SmokeOnTheAir1 Lantas mengapa bung besar jga pernah berucap bahwa fraksi kom - PKI lebih banyak mengamâ€¦ https://t.co/ubwCpKulJ1,Netral
omen46389026,@detikcom HANYA ORANG-ORANG GUOBLOK TOLOL IDIOT YANG MASIH MAU MEMILIH PARTAI IBLIS PARTAI SARANG KORUPTORâ€¦ https://t.co/VmUDIxRXgt,Ras
omen46389026,@detikcom HANYA ORANG-ORANG GUOBLOK TOLOL IDIOT YANG MEMILIH PARTAI IBLIS PARTAI SARANG KORUPTOR @BalitpusPDIPâ€¦ https://t.co/lW04ZATkL3,Ras
SajaJarwo,dukung TNI/POLRI Menumpas Kejahatan Dan Kekejaman OPM/KSTP Terhadap Orang Asli Papua (OAP) Yang Tidak Berperi Kemanâ€¦ https://t.co/W07WKwlXMy,Ras
EncikSood,"Pekebun kecil miskin nak minta geran bantuan: 
 Nak mintak tu boleh tapi kena bayar dulu nanti boleh claim dengan geâ€¦ https://t.co/by3B9hP4Zi",Netral
dedisutisna42,"@mchlmanufandu Salam NKRI dari bandung untuk
 Saudara ku setanah air di papua",Netral
que3nc0ffee,klau ada janji melayu asl xde janji cina ek ? ðŸ¤”ðŸ˜‚,Ras
Rozijambak,@ex_Lolina @MUIPusat Bloon. Adat Sumbar itu statis tetapi juga dinamis. Untuk hal hal yg prinsip itu disebut Adat nâ€¦ https://t.co/zDCRNOCEJk,Netral
dedisutisna42,@mchlmanufandu smg papua maju dan smakin cerdas,Netral
masyhur38239199,Aksara. Numerasi. Sains. Finansial. Digital. Budaya dan Kewargaan. Inilah enam literasi yang penting dikuasai masyaâ€¦ https://t.co/S3B2PPJgqT,Netral
simjeyungf,@spaceshlip iyh km doank sni ak msukkn cgar budayaðŸ¥ºðŸ¥ºðŸ¥º,Ras
sexyshuai414,@aa__juna Sayang itu tidak padang ras Dan warna kulit ..,Ras
Gundala36586459,"Mewaspadai Provokasi Gerakan Dan Penyebaran Isu Khilafah, Penistaan agama, PKI, Komunis, Anti China, Anti Islam danâ€¦ https://t.co/9qL5jE4YJn",Ras
SerigalaBayang,"@4D3II @Rhownyy @irgelexix diemin aja akun buzzer, seandaiya pulau kalimantan, papua,sulawesi dijual juga dia pastiâ€¦ https://t.co/7xUqRQjuxM",Ras
Mars_Sahsa,BENG BENG @Bambang_Budimab YG TOLAK TARIAN BUDAYA TAPI DOYAN WTS...,Ras
MasKuma10919014,@r_amdhann DOB akan membawa banyak dampak positif bagi masyarakat Papua ! IKN Potret Kemajuan,Netral
DodiAsyikin,"@mchlmanufandu Smga Papua khususny n Indonesia umumny mkin maju, makmur , aman n sejahtera .",Netral
DionisioTerrero,"@mchlmanufandu dengan pemekaran inni semoga pembangunan papua semakin merata, tidak hanya di kota jayapura saja.. tâ€¦ https://t.co/tXUX19wnIA",Ras
_NurFatinAmirah,"Dari awal cust tu dah tinggi suara, bila manager tu tinggi suara balik ehhhh tak boleh pula. Sebab cina tu cust soâ€¦ https://t.co/j3G2sgdEMY",Ras
edi_marjaya,@ropspimajainal Aku senang papua tetap bagian dari Indonesia,Netral
kang_reng,"TOKOH AGAMA DI PAPUA KECAM PENYERANGAN KSTP KE PENDETA DAN USTAD
 
 IKN Potret Kemajuan",Agama
MhSukmana,Ya Allah ini kejam bgt udah kaya PKI,Ras
safer_kirkuk,@apoycuy Tokoh agama di Papua kecam penyerangan KSTP ke pendeta dan ustad. IKN Potret Kemajuan,Ras
InfoDesa2,"ditentukan bahwa Desa adalah desa dan desa adat atau yang disebut dengan nama lain,",Ras
Hujandisenja,oh si gemblong ternyata ras ragdoll,Ras
azmnfdln,Buat negara yang banyak anti cina nya amalah ironis ya,Ras
daffux_,@berusahategar_ Gambar hello kitty wae rasðŸ¤£,Ras
kang_reng,"Wakil Menteri Dalam Negeri (Wamendagri) John Wempi Watipo (JWW) mengapresiasi dukungan masyarakat adat Wate, yang tâ€¦ https://t.co/qOpxF8Rvd3",Netral
AdrienPdkrUtr,"@FaktaPejuang Musuh kita bukan Papua, tapi KSTP !!
 
 IKN Potret Kemajuan",Netral
edi_marjaya,@sundingjalila Lebih baik dan lebih maju terus papua,Netral
sembilanpuluh62,@ekowboy2 Goblok goblok dah tau itu bangunan sejarah ya wajarlah itu cagar budaya tolol banget lu ko. Itu tu memangâ€¦ https://t.co/SwSyGoqnua,Ras
inrachma,"@kurawa Memusuhi Cina tp KKN sm taipan sipit, semprul bgt kan",Ras
AdrienPdkrUtr,"@FaktaPejuang Dukung pembentukan DOB Papua, massa AWS aksi damai di Kantof DRPD Solo
 
 IKN Potret Kemajuan",Netral
yashudha_naka,@IlhamHusein12 @aniesbaswedan Banyak anak cucu PKI siap2 angkat koper,Ras
firdhashfr,kalo produk indo yg dijiplak cina aja fafifu warwerwor giliran produk luar yg dijiplak lokal aja diem malah pake emâ€¦ https://t.co/MElWrPEMaF,Ras
kemalap39244716,"Basmi KKB di Papua yg menganggu keamanan negara dn kedaulatan negara.
 IKN Potret Kemajuan",Netral
kemalap39244716,"@MonitorJadul Basmi KKB di Papua yg menganggu keamanan negara dn kedaulatan negara.
 IKN Potret Kemajuan",Netral
bdleonanda,"@Thio30155965 @z30nlight Belajarlah resep masakan jepang dan Cina, mereka hammpir tidak menggunakan minyak goreng.",Ras
IndonesianScum,@Qiqicampjamaica @perisicle @YuniAriane @AstronomWibu @detikcom cina bakal malu Indonesia lebih komunis dari merekaâ€¦ https://t.co/9pmiG9a71f,Ras
jpnncom,"12 warga lokal Puncak, mendapatkan pembekalan mengikuti pelatihan budi daya ikan lele di Bogor Jawa Baratâ€¦ https://t.co/efZD3nW1ez",Netral
s_wae,"@kr1t1kp3d45_pro @Ameeranti Duit hutang dr cina lalu digondol lagi sama orang cina, lalu tinggal bayar hutang sama cina ðŸ˜‚ðŸ˜‚ðŸ˜‚",Ras
PKS_PondokGede,"""Insya Allah hari ini kita akan ada palang pintu dan hadrah yang mengiringi proses pendaftaran di KPU. Selain untukâ€¦ https://t.co/5YFbanjE4e",Netral
initial_m,"@AREAJULID Ralat: ""....semakin sulit untuk diboongin dengan budaya patriarkis yang kolot dan kuno"" ðŸ‘",Netral
edidirgantara,@ropspimajainal Tetap jaga terus papua dan lawan saja kkb yang merusak negara kita,Ras
camelia_cortez1,"@MonitorJadul Pembentukan DOB Papua Pegunungan Pacu Kesejahteraan Masyarakat
 https://t.co/94kGfxpXki",Netral
AnnisaP26613914,@JayaIndones1a Pemerintah atau negara tetap memfokuskan untuk mensejahterakan rakyat Papua.,Netral
hamflyant,barusan di labkom ada yang main komputer tapi sambil nyanyi lagu cina,Netral
ISMAweb_net,"Naratif laporan berita banyak tonjol intipati, aktiviti sebenar festival
 
 https://t.co/0IWMxuJEnm",Netral
mataharitimoer,"menurutku penyakit kita bukan pada pakaian dan asesories, tapi: akar budaya yang kering, cara berpikir yang keliruâ€¦ https://t.co/kXU2zX06oQ",Netral
KurniantoDerma1,"Kekejaman KST Papua nyata
 
 IKN Potret Kemajuan",Ras
acehkini,Membantu siapa saja yang membutuhkan pertolongan di laut adalah kearifan lokal bagi seluruh nelayan Aceh sejak duluâ€¦ https://t.co/hsFeuqlFSD,Netral
Arief_2792,"@ekowboy2 Yg pribumi beneran mah kek Dayak, Toraja bang
 
 https://t.co/ajqkXTIdp2",Ras
mega_tjoeng,"@Fahmy_TEGAL @na_dirs @aniesbaswedan Setuju soal kita ga bisa milih dilahirkan jadi ras apa, masa bertanya dgn sopaâ€¦ https://t.co/c5FNq2DAqp",Ras
Nugroho11Eko,Sering dijumpai budaya hanya dijadikan pemanis gula-gula oleh partai politik untuk menarik hati masyarakat kita yanâ€¦ https://t.co/jcYfVMJ3Nt,Netral
deoyobel_,@ter_tiangg si cina banyak mao,Ras
delawati_rich,Pelatihan dan Pendidikan Muatan Lokal (mulok) Budaya Melayu Riau (BMR) bagi guru SMA dan SMK Negeri se-Provinsi Riaâ€¦ https://t.co/xqqgwHcQab,Netral
bundalestari875,"@kadrunmampos gk tau,mungkin adat yamanðŸ™ˆðŸ™ˆ",Ras
sheenaregistra,Aksara. Numerasi. Sains. Finansial. Digital. Budaya dan Kewargaan. Inilah enam literasi yang penting dikuasai masyaâ€¦ https://t.co/Yt2tQzTG4b,Netral
ChapeyKelli,"@_imey_naon Musuh kita bukan Papua tapi kelompok separatis teroris (KST)
 IKN Potret Kemajuan",Ras
TSyafriyanti,@apoycuy Tokoh agama di Papua kecam penyerangan KSTP ke pendeta dan ustad. IKN Potret Kemajuan,Agama
edidirgantara,@sundingjalila Intinya kita harus terus dukung perkembangan papua,Netral
YourDad29595231,DOB Papua Wujud Keadilan di Bumi Cenderawasih | IKN Potret Kemajuan #RiauDamai https://t.co/6mvV83TH2J,Netral
dryezraxx,@Askrlfess Selamat anda masuk ke ras terkuat dibumi,Ras
DivaAbigail0,@MonitorJadul DOB Papua Wujud Keadilan di Bumi Cenderawasih ðŸ˜„,Ras
TSyafriyanti,"@apoycuy Dukung pemekaran papua tengah, masyarakat hibahkan 75 hektar tanah bangun kantor gubernur. IKN Potret Kemajuan",Netral
YourDad29595231,Pembentukan DOB Papua Pegunungan Pacu Kesejahteraan Masyarakat | IKN Potret Kemajuan #RiauDamai https://t.co/VugMMffEMk,Netral
sbyfess,"-rek saran baju adat daerah buat anak cewe kelas 2 SD dong, yg bisa pake hijab sekalian. soalnya besok jumat ponakaâ€¦ https://t.co/HybOAipG9c",Netral
PutriBa17654001,"@MonitorJadul KSTP Kelompok pelaku biang kerusuhan di Papua yg harus sgera ditumpas.
 IKN Potret Kemajuan",Ras
nasi_bubur18,@yana_udiyatna @zen_alay Orang kayak kamu siapa seh seenakny ngatakan hijab sbg budaya.,Ras
pksjabar,"""Insya Allah hari ini kita akan ada palang pintu dan hadrah yang mengiringi proses pendaftaran di KPU. Selain untukâ€¦ https://t.co/2mxrpMfyEe",Netral
CakGiman3,"DOB Akan Membawa Kebaikan Buat Masyarakat Luas di Papua
 IKN Potret Kemajuan",Netral
Firmansyahsima,Dukung DOB Papua,Ras
lawanbuzzer,Borobudur KAB.Magelang Lek,Netral
Mareiism,Raychell x Rikopin ðŸ¥ºðŸ¥°â¤ï¸,Netral
JandiAbu,IKN Potret Kemajuan,Netral
KrissBee12,"Negara Tidak Tolerir Teror, Siap Buru Pelaku!, IKN Potret Kemajuan",Netral
defany20,@sundingjalila Kerennn sih papua akan semakin maju,Netral
Aurorabianca000,KSTP benar2 biadab,Ras
KrissBee12,"Pemprov Apresiasi dan Dukung Tiga DOB di Papua, IKN Potret Kemajuan",Netral
KurassiriL,IKN Potret Kemajuan,Netral
DodiAsyikin,@ropspimajainal SEMOGA INDONESIA TAMBAH MAJU DAN TETAP BENDERA MERAH PUTIH TETAP BERKIBAR DI PAPUA,Netral
KurassiriL,IKN Potret Kemajuan,Netral
Aurorabianca000,Tumpas total KSTP,Netral
samberjiwo1,Mantap !! Lestarikan budaya Nusantara !!â¤ï¸â¤ï¸â¤ï¸â¤ï¸ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©,Netral
aquinomaurer,IKN Potret Kemajuan,Netral
tershanjung13,budaya sampang dan sekitarnya,Ras
Ahmetgunce12,"RasÃ»lullah ï·º ÅŸÃ¶yle buyurdu: 
 
 â€œBizi aldatan, bizden deÄŸildir.â€ (MÃ¼slim)",Agama
gowthamsaibudha,Ras malai ðŸ˜©,Ras
apathoflife,Menuju negeri cina....,Netral
Sakuravssosuke,IKN Potret Kemajuan,
kompascom,"""Tertulis BUMN, Bantuan Presiden dari Kemensos untuk dibagikan. Pembagiannya untuk wilayah Nusa Tenggara Timur, Kalâ€¦ https://t.co/BhS7euKjNm",Netral
tauberitamedia,Presiden Jokowi menerbitkan UU Sumatera Barat. UU baru ini mengatur adat budaya Minangkabau berdasarkan falsafah adâ€¦ https://t.co/GmyhJMuvxr,Netral
notamirpls,@dibdonft Kita mudah terpedaya dek budaya hedonisme!,Ras
edidirgantara,@sundingjalila Lebih cepat lebih bagus papua akan semakin sejahtera,Ras
suckmydvckk,impianku skrg adalah mendapatkan pacar cina,Ras
adpimkaltara,Pementasan budaya dan kesenian rakyat merangkai Musyawarah Besar (Mubes) Ke-1 Pemuda Dayak Kalimantan Utara (PDKU)â€¦ https://t.co/qAwfjEQSFQ,Netral
edidirgantara,@sundingjalila Makasih banyak TNI selalu memberikan kebahagiaan untuk anak anak di papua,Netral
gatqel,"@Jokitugsfess yuk aku bisa banget bantu ngerjain tugasnya kaka @daaalgona
  â€” sejarah, geografi, sosiologi
 â€” resumeâ€¦ https://t.co/kh6X91ewuS",Netral
inosukesama17,"IKN Potret Kemajuan
 Tumpas habis KSTP",Netral
metromadaniriau,Pelatihan dan Pendidikan Muatan Lokal (mulok) Budaya Melayu Riau (BMR) bagi guru SMA dan SMK Negeri se-Provinsi Riaâ€¦ https://t.co/DkfRe9nOco,Netral
HusnyAnthonny,"@KConk_Bongkar @KConk1Dhere Suporter kampungan, giliran away sok imut, giliran dikandang songong, kapan pernah maduâ€¦ https://t.co/vJ6VCCCrTx",Ras
inosukesama17,"IKN Potret Kemajuan
 DOB mengurangi pengangguran",Netral
falsenine23,Ras terkuat di jalan raya,Ras
dedisutisna42,@ropspimajainal Saya mohon generasi muda papua kalian harus ingat leluhur leluhur mu berjuang untuk kemerdekaan indonesia.,Netral
inosukesama17,"IKN Potret Kemajuan
 Papua tanah Surga",Ras
pt_perindo,"UNESCO telah mengukuhkan Pantun sebagai Warisan Budaya Tak Benda Dunia pada tanggal 17 Desember 2020. 
 
 Kali ini giâ€¦ https://t.co/qK60GppOqZ",Netral
rizkyz_,@irfantf @Stakof Budaya Indonesia harus dilestarikan mas,Ras
AbahYayak,@Maya83206301 PKI nya muncul ðŸ˜ƒðŸ˜ƒðŸ˜ƒ,Ras
dedisutisna42,"@ropspimajainal Damailah wahai saudaraku papua , torang bersaudara sebangsa setanah air Indonesia (+)",Ras
IhsanNu01428360,@CahyaaBulan Jangan cemari perjuangan orang tua Papua untuk bergabung dengan Indonesia,Netral
tempodotco,"Pernikahan Anak Anies Baswedan, Begini Tahapan Prosesi Pernikahan Adat Jawa Gaya Yogyakarta https://t.co/LhSNtSeWe7 #TempoGaya",Ras
dedisutisna42,@ropspimajainal Mari Saudara2'ku Generasi Penerus jangan Mudah diPropokasi.... AduDomba.... utk Memecah Belah Kesatâ€¦ https://t.co/rca1mDj9At,Ras
clarayusna,"pengangguran di pedalaman Papua dapat berkurang dengan adanaya kebijakan DOB.
 IKN Potret Kemajuan",Netral
clarayusna,"@MonitorJadul pengangguran di pedalaman Papua dapat berkurang dengan adanaya kebijakan DOB.
 IKN Potret Kemajuan",Netral
masir_muhamad,"Sifat menmbungkuk seperti budaya jepang tidak di perbolehkan dalam syariat islam..
 Cara menghornati manusia tdk bolâ€¦ https://t.co/X2wBPTKoMu",Netral
mickeyprtm,Pemprov Apresiasi dan Dukung Tiga DOB di Papua | IKN Potret Kemajuan #RiauDamai https://t.co/7YqlkDQ729,Netral
_3angel_,@kurawa Mainannya orba Kalau ngga cina ya PKI,Ras
SekarTa58984305,"5.meratakan gigi.
 Adat Aceh masa lalu,yaitu adanya malam meratakan gigi.gigi seorang gadis yang telah menikah harusâ€¦ https://t.co/NAGWDaWhaQ",Netral
Liukiuaquose44,Aparat Keamanan Harus Akurat Setiap Habisi Anggota KSTP Pelaku Kerusuhan di Papua. IKN Potret Kemajuan,Netral
dedisutisna42,@sundingjalila Saya melihat papua semakin berkembang dengan baik,Netral
apelukatee,@worksfess Bagus nder justru itu bisa buat kamu liat kaya gimana situasi dan estimasi waktu perjalananmu. Nanti wakâ€¦ https://t.co/miXfDaHEYN,Netral
muamarsuy,Papua Pegunungan Pacu Kesejahteraan Masyarakat,Ras
melakagegaulagi,"Pelbagai jenis jenama dari KL, Melaka, Sabah dan Johor yang anda boleh dapatkan di sana. Sertai pelbagai bengkel seâ€¦ https://t.co/XzgVyvSnt7",Netral
Shanghong20,"@Bams27735590 Lonte pun di impor dari Cina apa Indonesia masih kekurangan Lonte kah,? Innalillahi kenapa Indonesiaâ€¦ https://t.co/s41sg8W3op",Ras
kiyaananda,"@MonitorJadul dgn adanya kebijakan DOB dpat memajujan daerah Papua menjadi lbih baik.
 IKN Potret Kemajuan",Netral
IDFoSIndonesia,Sekaligus untuk memberikan perlindungan terhadap perempuan dan anak di Kabupaten Bojonegoro dari segala tindak kekeâ€¦ https://t.co/9ax3QNiz1b,Netral
diazepam40mg,"apakah akan mengejutkan anda jika ternyata ada ruang amir syarifuddin (iya, amir yg â€œituâ€!) di kominfo?",Netral
multabolot,"Contoh di negara kita, liat coba pemberontakan PKI Madiun sama PKI pas zaman Hindia Belanda, mereka nekat revolusiâ€¦ https://t.co/3cVBrPe60q",Netral
ris_ameena,"Sifat menmbungkuk seperti budaya jepang tidak di perbolehkan dalam syariat islam..
 Cara menghornati manusia tdk bolâ€¦ https://t.co/8jy64tGunS",Netral
DarthExoMY,"Jika kita tidak pelihara dan jaga tradisi elok2, maka mereka tidak akan tahu bahawa ada khazanah tersembunyi di negâ€¦ https://t.co/FmoPIuQqAO",Netral
jatimNow,"Mahavihara Majapahit, pembuktian toleransi di Mojokerto menjadi pilihan pembaca pada Minggu (31/7/2022).
 https://t.co/2ObKekwI4S",Netral
YuliatiDenai,"Sifat menmbungkuk seperti budaya jepang tidak di perbolehkan dalam syariat islam..
 Cara menghornati manusia tdk bolâ€¦ https://t.co/j0nCeHg8cr",Agama
andirdt_,"THREAD ADAT, BUDAYA, DAN KEBIASAAN YANG WAJIB DI LAKUKAN KELUARGAKU!!!",Netral
CandraMas5,"IKN protet kemajuan
 Musuh kita bukan Papua tapi KSTP",Ras
salsabilah415,"Dukung Pembentukan DOB Papua, Massa AWS Aksi Damai di Kantor DRPD Solo | IKN Potret Kemajuan #RiauDamai https://t.co/zNMDWqeFG5.",Netral
PKS_PondokGede,"""Insya Allah hari ini kita akan ada palang pintu dan hadrah yang mengiringi proses pendaftaran di KPU. Selain untukâ€¦ https://t.co/tmabHBALg3",Netral
JilpeM,@GoldaPantura @a_dralban Minta bokep papua ka... ðŸ™ðŸ™ðŸ™,Ras
CandraMas5,"IKN protet kemajuan
 Papua tanah surga akan makin sejahtera berkat DOB",Ras
CakGiman3,"KSTP musuh Masyarakat Luas di Papua
 IKN Potret Kemajuan",Ras
JohnVirgoVj,@NKRI_jokowisyoo Yg bnyakan terkontaminasi cuma kelompok kadrun. Yg lain msh bangga dgn budaya nya sendiri.,Agama
mbev_lovizza,Berita KKB Papua Hari Ini: Daftar Aksi Keji Mereka di Bulan Juli dan Pesan Irjen Mathius D Fakhiri | IKN Potret Kemâ€¦ https://t.co/MOPhxxwuwY,Netral
TehOb3ng,"@giginpraginanto Tiongkok terbaik, dpt menekan negara indonesia. Karena riset yg mendalam terhadap budaya KKN di negara kita",Ras
Firmansyahsima,Berantas KSTP,Ras
IhsanNu01428360,@CahyaaBulan Tolak KST Papua,Ras
Djantjik,"Salah satu pilar dalam Pancasila adalah gotong royong yang menjadi karakteristik orang Indonesia.
 Gotong royong adaâ€¦ https://t.co/kRNXMB8AXU",Netral
AnnisaP26613914,@CahyaaBulan KST Papua teroris,Ras
hunhun70003540,@CahyaaBulan Operasi penegakan hukum di Papua wujud kepedulian untuk warga sekitarnya,Ras
pt_perindo,"Indonesia Negara Hukum
 Assalamuâ€™alaikum
 
 Untuk turut melestarikan warisan budaya Indonesia tak benda berupa pantun,â€¦ https://t.co/PmYGeQukmx",Netral
lwtjksn,"Mandatory Hijab merupakan suatu diskriminasi, baik kepada non-muslim bahkan kepada muslimah sendiri. Negara dilaranâ€¦ https://t.co/jp7NzJphbC",Agama
sexyblack196yah,"Dengan adanya DOB, pengangguran di pedalaman papua menjadi berkurang
 IKN Potret Kemajuan https://t.co/8g6gwYSwCC",Ras
