Date,gold_price,snp500_price,usdollarindex_price,crudeoil_price
2015-03-25,1197.0,2061.1,96.98,49.21
2015-03-26,1204.8,2056.2,97.44,51.43
2015-03-27,1199.8,2061.0,97.29,48.87
2015-03-30,1185.3,2086.2,97.97,48.68
2015-03-31,1183.2,2067.9,98.36,47.6
2015-04-01,1208.2,2059.7,98.19,50.09
2015-04-02,1200.9,2067.0,97.44,49.14
2015-04-03,1188.7400000000002,2114.1800000000003,96.55,49.14
2015-04-06,1218.6,2080.6,96.78,52.14
2015-04-07,1210.6,2076.3,97.83,53.98
2015-04-08,1203.1,2081.9,97.94,50.42
2015-04-09,1193.6,2091.2,99.16,50.79
2015-04-10,1204.6,2102.1,99.34,51.64
2015-04-13,1199.3,2092.4,99.49,51.91
2015-04-14,1192.6,2095.8,98.73,53.29
2015-04-15,1201.3,2106.6,98.32,56.39
2015-04-16,1198.0,2105.0,97.42,56.71
2015-04-17,1203.1,2081.2,97.52,55.74
2015-04-20,1193.7,2100.4,97.94,56.38
2015-04-21,1203.1,2097.3,98.0,55.26
2015-04-22,1186.9,2108.0,97.93,56.16
2015-04-23,1194.3,2112.9,97.28,57.74
2015-04-24,1175.0,2117.7,96.92,57.15
2015-04-27,1203.2,2108.9,96.77,56.99
2015-04-28,1213.9,2114.8,96.09,57.06
2015-04-29,1210.0,2106.8,95.21,58.58
2015-04-30,1182.4,2085.5,94.6,59.63
2015-05-01,1174.5,2108.3,95.3,59.15
2015-05-04,1186.8,2114.5,95.48,58.93
2015-05-05,1193.2,2089.5,95.08,60.4
2015-05-06,1190.3,2080.2,94.09,60.93
2015-05-07,1182.2,2088.0,94.64,58.94
2015-05-08,1188.9,2116.1,94.79,59.39
2015-05-11,1183.0,2105.3,95.01,59.25
2015-05-12,1192.4,2099.1,94.53,60.75
2015-05-13,1218.2,2098.5,93.62,60.5
2015-05-14,1225.2,2121.1,93.46,59.88
2015-05-15,1225.3,2122.7,93.14,59.69
2015-05-18,1227.6,2129.2,94.22,59.43
2015-05-19,1206.7,2127.8,95.27,57.26
2015-05-20,1208.7,2125.8,95.45,58.98
2015-05-21,1204.1,2130.8,95.25,60.72
2015-05-22,1204.0,2126.1,96.11,59.72
2015-05-24,944.3399999999999,2034.1800000000003,94.3,59.92
2015-05-25,1186.9,2105.9800000000005,96.01,59.85
2015-05-26,1381.1599999999999,2104.2,97.3,58.03
2015-05-27,1185.6,2123.5,97.37,57.51
2015-05-28,1188.8,2120.8,96.97,57.68
2015-05-29,1189.8,2107.4,96.91,60.3
2015-06-01,1188.7,2111.7,97.39,60.2
2015-06-02,1194.4,2109.6,95.83,61.26
2015-06-03,1184.9,2114.1,95.47,59.64
2015-06-04,1175.2,2095.8,95.46,58.0
2015-06-05,1168.1,2092.8,96.31,59.13
2015-06-08,1173.6,2079.3,95.3,58.14
2015-06-09,1177.6,2080.2,95.17,60.14
2015-06-10,1186.6,2105.2,94.65,61.43
2015-06-11,1180.4,2108.9,94.98,60.77
2015-06-12,1179.2,2094.1,94.97,59.96
2015-06-15,1185.8,2084.4,94.81,59.52
2015-06-16,1180.9,2096.3,95.0,59.97
2015-06-17,1176.8,2100.4,94.3,59.92
2015-06-18,1202.0,2121.2,94.04,60.45
2015-06-19,1201.9,2110.0,94.08,59.61
2015-06-22,1184.1,2122.8,94.33,59.68
2015-06-23,1176.6,2124.2,95.43,61.01
2015-06-24,1172.9,2108.6,95.26,60.27
2015-06-25,1171.8,2102.3,95.19,59.7
2015-06-26,1173.2,2101.5,95.47,59.63
2015-06-29,1179.0,2057.6,94.79,58.33
2015-06-30,1171.8,2063.1,95.48,59.47
2015-07-01,1169.3,2077.4,96.31,56.96
2015-07-02,1163.5,2076.8,96.11,56.93
2015-07-03,1173.2,2621.64,96.11,55.52
2015-07-06,1238.0,2068.8,96.3,52.53
2015-07-07,1152.6,2081.3,96.86,52.33
2015-07-08,1163.5,2046.7,96.29,51.65
2015-07-09,1159.2,2051.3,96.61,52.78
2015-07-10,1157.9,2076.6,96.03,52.74
2015-07-13,1155.4,2099.6,96.86,52.2
2015-07-14,1153.5,2108.9,96.64,53.04
2015-07-15,1147.4,2107.4,97.17,51.41
2015-07-16,1143.9,2124.3,97.67,50.91
2015-07-17,1131.9,2126.6,97.86,50.89
2015-07-20,1106.8,2128.3,98.03,50.15
2015-07-21,1103.5,2119.2,97.33,50.36
2015-07-22,1091.5,2114.2,97.6,49.19
2015-07-23,1094.1,2102.2,97.11,48.45
2015-07-24,1085.5,2079.7,97.24,48.14
2015-07-27,1096.4,2067.6,96.5,47.39
2015-07-28,1096.2,2093.2,96.77,47.98
2015-07-29,1092.6,2108.6,96.98,48.79
2015-07-30,1088.7,2108.6,97.56,48.52
2015-07-31,1095.1,2103.8,97.34,47.12
2015-08-03,1089.4,2098.0,97.49,45.17
2015-08-04,1090.7,2093.3,97.93,45.74
2015-08-05,1085.6,2099.8,97.96,45.15
2015-08-06,1090.1,2083.6,97.83,44.66
2015-08-07,1094.1,2077.6,97.56,43.87
2015-08-10,1104.1,2104.2,97.16,44.96
2015-08-11,1107.7,2084.1,97.29,43.08
2015-08-12,1123.6,2086.1,96.26,43.3
2015-08-13,1115.6,2083.4,96.44,42.23
2015-08-14,1112.7,2091.5,96.52,42.5
2015-08-17,1118.4,2102.4,96.81,41.87
2015-08-18,1116.9,2096.9,97.04,42.62
2015-08-19,1127.9,2079.6,96.36,40.8
2015-08-20,1153.2,2035.7,95.98,41.14
2015-08-21,1159.6,1970.9,95.01,40.45
2015-08-24,1153.6,1893.2,93.33,38.24
2015-08-25,1138.3,1867.6,94.53,39.31
2015-08-26,1124.6,1940.5,95.1,38.6
2015-08-27,1122.6,1987.7,95.61,42.56
2015-08-28,1134.0,1988.9,96.11,45.22
2015-08-31,1132.5,1972.2,95.82,49.2
2015-09-01,1139.8,1913.8,95.45,45.41
2015-09-02,1133.6,1948.9,95.83,46.25
2015-09-03,1124.5,1951.1,96.41,46.75
2015-09-04,1121.4,1921.2,96.23,46.05
2015-09-06,1217.6,1945.42,91.912,45.72
2015-09-07,1121.0,2119.6400000000003,96.23,44.7
2015-09-08,1237.6399999999999,1969.4,95.98,45.94
2015-09-09,1102.0,1942.0,96.01,44.15
2015-09-10,1109.3,1952.3,95.46,45.92
2015-09-11,1103.3,1961.0,95.19,44.63
2015-09-14,1107.7,1953.0,95.25,44.0
2015-09-15,1102.6,1978.1,95.61,44.59
2015-09-16,1119.0,1995.3,95.42,47.15
2015-09-17,1117.0,1990.2,94.55,46.9
2015-09-18,1137.8,1958.0,94.86,44.68
2015-09-21,1132.8,1967.0,95.89,46.68
2015-09-22,1124.8,1942.7,96.28,45.83
2015-09-23,1131.5,1938.8,96.07,44.48
2015-09-24,1153.8,1932.2,96.69,44.91
2015-09-25,1145.6,1931.3,96.27,45.7
2015-09-28,1131.7,1881.8,96.03,44.43
2015-09-29,1126.8,1884.1,95.86,45.23
2015-09-30,1115.2,1920.0,96.35,45.09
2015-10-01,1113.7,1923.8,96.19,44.74
2015-10-02,1136.6,1951.4,95.83,45.54
2015-10-05,1137.6,1987.0,96.11,46.26
2015-10-06,1146.4,1979.9,95.45,48.53
2015-10-07,1148.7,1995.8,95.5,47.81
2015-10-08,1144.3,2013.4,95.32,49.43
2015-10-09,1155.9,2014.9,94.81,49.63
2015-10-12,1164.5,2017.5,94.84,47.1
2015-10-13,1165.4,2003.7,94.76,46.66
2015-10-14,1179.8,1994.2,93.93,46.64
2015-10-15,1187.5,2023.9,94.37,46.38
2015-10-16,1183.1,2033.1,94.54,47.26
2015-10-19,1172.8,2033.7,94.93,45.89
2015-10-20,1177.5,2030.8,94.91,45.55
2015-10-21,1167.1,2018.9,95.03,45.2
2015-10-22,1166.1,2052.5,96.38,45.38
2015-10-23,1162.8,2075.2,97.13,44.6
2015-10-26,1166.2,2071.2,96.86,43.98
2015-10-27,1165.8,2065.9,96.91,43.2
2015-10-28,1176.1,2090.3,97.78,45.94
2015-10-29,1147.3,2089.4,97.28,46.06
2015-10-30,1141.4,2079.4,96.95,46.59
2015-11-02,1135.9,2104.1,96.93,46.14
2015-11-03,1114.1,2109.8,97.16,47.9
2015-11-04,1106.2,2102.3,97.95,46.32
2015-11-05,1104.2,2099.9,97.94,45.2
2015-11-06,1087.7,2099.2,99.17,44.29
2015-11-09,1088.1,2078.6,98.98,43.87
2015-11-10,1088.5,2081.7,99.29,44.21
2015-11-11,1084.9,2075.0,99.01,42.93
2015-11-12,1081.0,2046.0,98.65,41.75
2015-11-13,1080.9,2023.0,99.0,40.74
2015-11-16,1083.6,2053.2,99.44,41.74
2015-11-17,1068.6,2050.4,99.63,40.67
2015-11-18,1068.7,2083.6,99.65,40.75
2015-11-19,1077.9,2081.2,98.99,40.54
2015-11-20,1076.3,2089.2,99.56,40.39
2015-11-23,1066.8,2086.6,99.8,41.75
2015-11-24,1073.8,2089.1,99.53,42.87
2015-11-25,1070.0,2088.9,99.8,43.04
2015-11-26,1056.2,2399.02,99.8,42.59
2015-11-27,1089.06,2090.1,100.02,41.71
2015-11-30,1065.3,2080.4,100.17,41.65
2015-12-01,1063.5,2102.6,99.8,41.85
2015-12-02,1053.8,2079.5,99.99,39.94
2015-12-03,1061.2,2049.6,97.62,41.08
2015-12-04,1084.1,2091.7,98.35,39.97
2015-12-07,1075.2,2077.1,98.66,37.65
2015-12-08,1075.3,2063.6,98.47,37.51
2015-12-09,1076.5,2047.6,97.34,37.16
2015-12-10,1072.0,2052.2,97.94,36.76
2015-12-11,1075.7,2012.4,97.56,35.62
2015-12-14,1063.4,2021.9,97.6,36.31
2015-12-15,1061.6,2043.4,98.22,37.35
2015-12-16,1076.8,2073.1,97.87,35.52
2015-12-17,1049.6,2041.9,99.27,34.95
2015-12-18,1065.0,2005.5,98.7,34.73
2015-12-21,1080.6,2021.2,98.36,34.74
2015-12-22,1074.1,2039.0,98.23,36.14
2015-12-23,1068.3,2064.3,98.34,37.5
2015-12-24,1075.9,2061.0,97.98,38.1
2015-12-25,1069.8600000000001,2032.3400000000001,97.98,46.182
2015-12-28,1068.3,2056.5,97.92,36.81
2015-12-29,1068.0,2078.4,98.1,37.87
2015-12-30,1059.8,2063.4,98.27,36.6
2015-12-31,1060.2,2043.9,98.63,37.04
2016-01-01,1619.3999999999999,3508.6520000000005,98.63,79.092
2016-01-04,1075.2,2012.7,98.87,36.76
2016-01-05,1078.4,2016.7,99.4,35.97
2016-01-06,1091.9,1990.3,99.18,33.97
2016-01-07,1107.8,1943.1,98.22,33.27
2016-01-08,1097.9,1922.0,98.54,33.16
2016-01-11,1096.2,1923.7,98.72,31.41
2016-01-12,1085.2,1938.7,98.97,30.44
2016-01-13,1087.1,1890.3,98.93,30.48
2016-01-14,1073.6,1921.8,99.09,31.2
2016-01-15,1090.7,1880.3,98.96,29.42
2016-01-17,312.64,1192.2,107.18200000000002,29.75
2016-01-18,1089.1,1897.2400000000002,98.96,30.02
2016-01-19,949.1200000000001,1881.3,98.99,28.46
2016-01-20,1106.2,1859.3,99.09,26.55
2016-01-21,1098.2,1869.0,99.06,29.53
2016-01-22,1096.3,1906.9,99.57,32.19
2016-01-25,1105.3,1877.1,99.36,30.34
2016-01-26,1120.2,1903.6,99.36,31.45
2016-01-27,1115.8,1883.0,98.9,32.3
2016-01-28,1116.1,1893.4,98.51,33.22
2016-01-29,1116.4,1940.2,99.61,33.62
2016-02-01,1128.0,1939.4,99.01,31.62
2016-02-02,1127.2,1903.0,98.87,29.88
2016-02-03,1141.3,1912.5,97.29,32.28
2016-02-04,1157.5,1915.5,96.47,31.72
2016-02-05,1157.7,1880.0,97.03,30.89
2016-02-08,1197.9,1853.4,96.57,29.69
2016-02-09,1198.6,1852.2,96.07,27.94
2016-02-10,1194.6,1851.9,95.89,27.45
2016-02-11,1247.8,1829.1,95.56,26.21
2016-02-12,1239.4,1864.8,95.94,29.44
2016-02-14,307.16,1098.24,106.102,29.08
2016-02-15,1208.2,2128.2,95.98,30.6
2016-02-16,958.5599999999998,1895.6,96.87,29.04
2016-02-17,1211.4,1926.8,96.79,30.66
2016-02-18,1226.3,1917.8,96.95,30.77
2016-02-19,1230.8,1917.8,96.6,29.64
2016-02-22,1210.1,1945.5,97.38,31.48
2016-02-23,1222.6,1921.3,97.48,31.87
2016-02-24,1239.1,1929.8,97.46,32.15
2016-02-25,1238.8,1951.7,97.29,33.07
2016-02-26,1220.4,1948.0,98.15,32.78
2016-02-29,1234.4,1932.2,98.21,33.75
2016-03-01,1230.8,1978.3,98.35,34.4
2016-03-02,1241.8,1986.5,98.21,34.66
2016-03-03,1258.2,1993.4,97.59,34.57
2016-03-04,1270.7,2000.0,97.34,35.92
2016-03-07,1264.0,2001.8,97.07,37.9
2016-03-08,1262.9,1979.3,97.21,36.5
2016-03-09,1257.4,1989.3,97.17,38.29
2016-03-10,1272.8,1989.6,96.07,37.84
2016-03-11,1259.4,2022.2,96.17,38.5
2016-03-14,1245.1,2019.6,96.62,37.18
2016-03-15,1231.0,2015.9,96.63,36.34
2016-03-16,1229.8,2027.2,95.89,38.46
2016-03-17,1265.0,2040.6,94.76,40.2
2016-03-18,1254.3,2049.6,95.09,39.44
2016-03-21,1244.2,2051.6,95.29,39.91
2016-03-22,1248.6,2049.8,95.65,41.45
2016-03-23,1224.0,2036.7,96.05,39.79
2016-03-24,1221.6,2035.9,96.14,39.46
2016-03-25,1339.16,2557.2799999999997,96.14,52.205999999999996
2016-03-28,1220.1,2037.0,95.94,39.39
2016-03-29,1235.8,2055.0,95.16,38.28
2016-03-30,1228.6,2063.9,94.84,38.32
2016-03-31,1235.6,2059.7,94.59,38.34
2016-04-01,1223.5,2072.8,94.62,36.79
2016-04-04,1219.3,2066.1,94.51,35.7
2016-04-05,1229.6,2045.2,94.63,35.89
2016-04-06,1223.8,2066.7,94.43,37.75
2016-04-07,1237.5,2041.9,94.48,37.26
2016-04-08,1243.8,2047.6,94.23,39.72
2016-04-11,1258.0,2042.0,93.95,40.36
2016-04-12,1260.9,2061.7,93.96,42.17
2016-04-13,1248.3,2082.4,94.74,41.76
2016-04-14,1226.5,2082.8,94.9,41.5
2016-04-15,1234.6,2080.7,94.7,40.36
2016-04-18,1235.0,2094.3,94.49,39.78
2016-04-19,1254.3,2100.8,93.98,41.08
2016-04-20,1254.4,2102.4,94.49,42.63
2016-04-21,1250.3,2091.5,94.6,43.18
2016-04-22,1230.0,2091.6,95.12,43.73
2016-04-25,1240.2,2087.8,94.84,42.64
2016-04-26,1243.4,2091.7,94.57,44.04
2016-04-27,1250.4,2095.2,94.39,45.33
2016-04-28,1266.4,2075.8,93.76,46.03
2016-04-29,1290.5,2065.3,93.08,45.92
2016-05-02,1295.8,2081.4,92.63,44.78
2016-05-03,1291.8,2063.4,92.94,43.65
2016-05-04,1274.4,2051.1,93.18,43.78
2016-05-05,1272.3,2050.6,93.78,44.32
2016-05-06,1294.0,2057.1,93.89,44.66
2016-05-09,1266.6,2058.7,94.13,43.44
2016-05-10,1264.8,2084.4,94.29,44.66
2016-05-11,1275.5,2064.5,93.82,46.23
2016-05-12,1271.2,2064.1,94.15,46.7
2016-05-13,1272.7,2046.6,94.61,46.21
2016-05-16,1274.2,2066.7,94.57,47.72
2016-05-17,1276.9,2047.2,94.55,48.31
2016-05-18,1274.4,2047.6,95.08,48.19
2016-05-19,1254.8,2040.0,95.29,48.16
2016-05-20,1252.9,2052.3,95.33,47.75
2016-05-23,1251.5,2048.0,95.23,48.08
2016-05-24,1229.2,2076.1,95.57,48.62
2016-05-25,1223.8,2090.5,95.35,49.56
2016-05-26,1220.4,2090.1,95.17,49.48
2016-05-27,1216.7,2099.1,95.52,49.33
2016-05-29,1336.8799999999999,2502.3599999999997,95.2,49.58
2016-05-30,1217.5,2262.02,95.52,49.51
2016-05-31,1277.8799999999999,2097.0,95.89,49.1
2016-06-01,1214.7,2099.3,95.45,49.01
2016-06-02,1212.6,2105.3,95.56,49.17
2016-06-03,1242.9,2099.1,94.03,48.62
2016-06-06,1247.4,2109.4,93.9,49.69
2016-06-07,1247.0,2112.1,93.83,50.36
2016-06-08,1262.3,2119.1,93.59,51.23
2016-06-09,1272.7,2115.5,93.95,50.56
2016-06-10,1275.9,2096.1,94.57,49.07
2016-06-13,1286.9,2079.1,94.36,48.88
2016-06-14,1288.1,2075.3,94.93,48.49
2016-06-15,1288.3,2071.5,94.61,48.01
2016-06-16,1298.4,2078.0,94.57,46.21
2016-06-17,1294.8,2071.2,94.21,47.98
2016-06-20,1292.1,2083.2,93.61,49.37
2016-06-21,1272.5,2088.9,94.02,48.85
2016-06-22,1270.0,2085.4,93.72,49.13
2016-06-23,1263.1,2113.3,93.53,50.11
2016-06-24,1322.4,2037.4,95.45,47.64
2016-06-27,1324.7,2000.5,96.54,46.33
2016-06-28,1317.9,2036.1,96.25,47.85
2016-06-29,1326.9,2070.8,95.77,49.88
2016-06-30,1320.6,2098.9,96.14,48.33
2016-07-01,1339.0,2102.9,95.65,48.99
2016-07-03,1101.5800000000002,2064.7200000000003,92.80199999999999,49.01
2016-07-04,1358.7,2283.62,95.65,48.65
2016-07-05,1229.46,2088.6,96.17,46.6
2016-07-06,1367.1,2099.7,96.05,47.43
2016-07-07,1362.1,2097.9,96.33,45.14
2016-07-08,1358.4,2129.9,96.3,45.41
2016-07-11,1356.6,2137.2,96.57,44.76
2016-07-12,1335.3,2152.1,96.44,46.8
2016-07-13,1343.6,2152.4,96.22,44.75
2016-07-14,1332.2,2163.8,96.08,45.68
2016-07-15,1327.4,2161.7,96.58,45.95
2016-07-18,1329.3,2166.9,96.56,45.24
2016-07-19,1332.3,2163.8,97.06,44.65
2016-07-20,1319.3,2173.0,97.2,44.94
2016-07-21,1331.0,2165.2,97.0,44.75
2016-07-22,1323.4,2175.0,97.47,44.19
2016-07-25,1319.5,2168.5,97.29,43.13
2016-07-26,1320.8,2169.2,97.16,42.92
2016-07-27,1326.7,2166.6,97.05,41.92
2016-07-28,1341.2,2170.1,96.74,41.14
2016-07-29,1357.5,2173.6,95.53,41.6
2016-08-01,1359.6,2170.8,95.71,40.06
2016-08-02,1372.6,2157.0,95.06,39.51
2016-08-03,1364.7,2163.8,95.56,40.83
2016-08-04,1367.4,2164.2,95.76,41.93
2016-08-05,1344.4,2182.9,96.19,41.8
2016-08-08,1341.3,2180.9,96.4,43.02
2016-08-09,1346.7,2181.7,96.18,42.77
2016-08-10,1351.9,2175.5,95.65,41.71
2016-08-11,1350.0,2185.8,95.86,43.49
2016-08-12,1343.2,2184.1,95.72,44.49
2016-08-15,1347.5,2190.2,95.63,45.74
2016-08-16,1356.9,2178.2,94.79,46.58
2016-08-17,1348.8,2182.2,94.72,46.79
2016-08-18,1357.2,2187.0,94.16,48.22
2016-08-19,1346.2,2183.9,94.51,48.52
2016-08-22,1343.4,2182.6,94.52,47.05
2016-08-23,1346.1,2186.9,94.54,48.1
2016-08-24,1329.7,2175.4,94.79,46.77
2016-08-25,1324.6,2172.5,94.77,47.33
2016-08-26,1325.9,2169.0,95.57,47.64
2016-08-29,1327.1,2180.4,95.58,46.98
2016-08-30,1316.5,2176.1,96.05,46.35
2016-08-31,1311.4,2170.9,96.02,44.7
2016-09-01,1317.1,2170.9,95.65,43.16
2016-09-02,1326.7,2180.0,95.84,44.44
2016-09-04,729.8399999999999,1491.06,90.824,44.11
2016-09-05,1354.0,2162.84,95.84,45.07
2016-09-06,1303.48,2186.5,94.82,44.83
2016-09-07,1349.2,2186.2,94.96,45.5
2016-09-08,1341.6,2181.3,95.03,47.62
2016-09-09,1334.5,2127.8,95.34,45.88
2016-09-12,1325.6,2159.0,95.09,46.29
2016-09-13,1323.7,2127.0,95.63,44.9
2016-09-14,1326.1,2125.8,95.33,43.58
2016-09-15,1318.0,2147.3,95.29,43.91
2016-09-16,1310.2,2139.2,96.11,43.03
2016-09-19,1317.8,2139.1,95.84,43.3
2016-09-20,1318.2,2139.8,96.02,43.44
2016-09-21,1331.4,2163.1,95.66,45.34
2016-09-22,1344.7,2177.2,95.45,46.32
2016-09-23,1341.7,2164.7,95.48,44.48
2016-09-26,1344.1,2146.1,95.3,45.93
2016-09-27,1330.4,2159.9,95.44,44.67
2016-09-28,1323.7,2171.4,95.43,47.05
2016-09-29,1326.0,2151.1,95.53,47.83
2016-09-30,1317.1,2168.3,95.46,48.24
2016-10-03,1312.7,2161.2,95.69,48.81
2016-10-04,1269.7,2150.5,96.17,48.69
2016-10-05,1268.6,2159.7,96.12,49.83
2016-10-06,1253.0,2160.8,96.77,50.44
2016-10-07,1251.9,2153.7,96.63,49.81
2016-10-10,1260.4,2163.7,96.93,51.35
2016-10-11,1255.9,2136.7,97.69,50.79
2016-10-12,1253.8,2139.2,97.97,50.18
2016-10-13,1257.6,2132.6,97.52,50.44
2016-10-14,1255.5,2133.0,98.02,50.35
2016-10-17,1256.6,2126.5,97.89,49.94
2016-10-18,1262.9,2139.6,97.89,50.29
2016-10-19,1269.9,2144.3,97.92,51.6
2016-10-20,1267.5,2141.3,98.31,50.43
2016-10-21,1267.7,2141.2,98.69,50.85
2016-10-24,1263.7,2151.3,98.76,50.52
2016-10-25,1273.6,2143.2,98.72,49.96
2016-10-26,1266.6,2139.4,98.63,49.18
2016-10-27,1269.5,2133.0,98.89,49.72
2016-10-28,1276.8,2126.4,98.35,48.7
2016-10-31,1273.1,2126.2,98.44,46.86
2016-11-01,1288.0,2111.7,97.7,46.67
2016-11-02,1308.2,2097.9,97.4,45.34
2016-11-03,1303.3,2088.7,97.16,44.66
2016-11-04,1304.5,2085.2,97.06,44.07
2016-11-07,1279.4,2131.5,97.78,44.89
2016-11-08,1274.5,2139.6,97.86,44.98
2016-11-09,1273.5,2163.3,98.5,45.27
2016-11-10,1266.4,2167.5,98.78,44.66
2016-11-11,1224.3,2164.4,99.06,43.41
2016-11-14,1221.7,2164.2,100.11,43.32
2016-11-15,1224.5,2180.4,100.23,45.81
2016-11-16,1223.9,2176.9,100.41,45.57
2016-11-17,1216.9,2187.1,100.89,45.42
2016-11-18,1208.7,2181.9,101.21,45.69
2016-11-21,1209.8,2198.2,101.05,47.49
2016-11-22,1211.2,2202.9,101.04,48.03
2016-11-23,1189.3,2204.7,101.7,47.96
2016-11-24,1178.4,2210.0,101.7,47.98
2016-11-25,1149.48,2213.3,101.49,46.06
2016-11-28,1190.8,2201.7,101.33,47.08
2016-11-29,1190.8,2204.7,100.93,45.23
2016-11-30,1173.9,2198.8,101.5,49.44
2016-12-01,1169.4,2191.1,101.04,51.06
2016-12-02,1177.8,2191.9,100.77,51.68
2016-12-05,1176.5,2204.7,100.09,51.79
2016-12-06,1170.1,2212.2,100.49,50.93
2016-12-07,1177.5,2241.3,100.23,49.77
2016-12-08,1172.4,2246.2,101.1,50.84
2016-12-09,1161.9,2259.5,101.59,51.5
2016-12-12,1165.8,2257.0,101.03,52.83
2016-12-13,1159.0,2271.7,101.07,52.98
2016-12-14,1163.7,2253.3,101.76,51.04
2016-12-15,1129.8,2262.0,103.02,50.9
2016-12-16,1137.4,2258.1,102.95,51.9
2016-12-19,1142.7,2262.5,103.14,52.12
2016-12-20,1133.6,2270.8,103.29,52.23
2016-12-21,1133.2,2265.2,103.02,52.49
2016-12-22,1130.7,2261.0,103.09,52.95
2016-12-23,1133.6,2263.8,103.01,53.02
2016-12-26,1144.1799999999998,2262.0200000000004,103.01,53.19
2016-12-27,1138.8,2268.9,103.02,53.9
2016-12-28,1140.9,2249.9,103.3,54.06
2016-12-29,1158.1,2249.3,102.68,53.77
2016-12-30,1151.7,2238.8,102.21,53.72
2017-01-02,1152.58,2256.78,102.83,54.03
2017-01-03,1162.0,2257.8,103.21,52.33
2017-01-04,1165.3,2270.8,102.7,53.26
2017-01-05,1181.3,2269.0,101.52,53.76
2017-01-06,1173.4,2277.0,102.22,53.99
2017-01-09,1184.9,2268.9,101.93,51.96
2017-01-10,1185.5,2268.9,102.01,50.82
2017-01-11,1196.6,2275.3,101.78,52.25
2017-01-12,1199.8,2270.4,101.35,53.01
2017-01-13,1196.2,2274.6,101.18,52.37
2017-01-15,971.8599999999999,2002.1,92.38399999999999,52.45
2017-01-16,1212.9,2510.88,101.18,52.52
2017-01-17,1284.3200000000002,2267.9,100.33,52.48
2017-01-18,1212.1,2271.9,100.93,51.08
2017-01-19,1201.5,2263.7,101.15,51.37
2017-01-20,1204.9,2271.3,100.74,52.42
2017-01-23,1215.6,2265.2,100.16,52.75
2017-01-24,1210.8,2280.1,100.35,53.18
2017-01-25,1197.8,2298.4,100.03,52.75
2017-01-26,1189.8,2296.7,100.38,53.78
2017-01-27,1188.4,2294.7,100.53,53.17
2017-01-30,1196.0,2280.9,100.43,52.63
2017-01-31,1211.4,2278.9,99.51,52.81
2017-02-01,1208.3,2279.6,99.64,53.88
2017-02-02,1219.4,2280.8,99.79,53.54
2017-02-03,1220.8,2297.4,99.87,53.83
2017-02-06,1232.1,2292.6,99.91,53.01
2017-02-07,1236.1,2293.1,100.26,52.17
2017-02-08,1239.5,2294.7,100.28,52.34
2017-02-09,1236.8,2307.9,100.65,53.0
2017-02-10,1235.9,2316.1,100.8,53.86
2017-02-13,1225.8,2328.2,100.96,52.93
2017-02-14,1225.4,2337.6,101.25,53.2
2017-02-15,1233.1,2349.2,101.18,53.11
2017-02-16,1241.6,2347.2,100.44,53.36
2017-02-17,1239.1,2351.2,100.95,53.4
2017-02-19,1382.44,2511.4199999999996,94.506,53.79
2017-02-20,1238.9,2317.42,100.95,53.97
2017-02-21,1243.0800000000002,2365.4,101.37,54.06
2017-02-22,1233.3,2362.8,101.22,53.59
2017-02-23,1251.4,2363.8,101.05,54.45
2017-02-24,1258.3,2367.3,101.09,53.99
2017-02-27,1258.8,2369.8,101.13,54.05
2017-02-28,1253.9,2363.6,101.12,54.01
2017-03-01,1250.0,2396.0,101.78,53.83
2017-03-02,1232.9,2381.9,102.2,52.61
2017-03-03,1226.5,2383.1,101.54,53.33
2017-03-06,1225.5,2375.3,101.64,53.2
2017-03-07,1216.1,2368.4,101.81,53.14
2017-03-08,1209.4,2363.0,102.07,50.28
2017-03-09,1203.2,2364.9,101.85,49.28
2017-03-10,1201.4,2372.6,101.25,48.49
2017-03-13,1203.1,2373.5,101.31,48.4
2017-03-14,1202.6,2365.4,101.7,47.72
2017-03-15,1200.7,2385.3,100.74,48.86
2017-03-16,1227.1,2381.4,100.36,48.75
2017-03-17,1230.2,2378.2,100.3,48.78
2017-03-20,1234.0,2373.5,100.41,48.22
2017-03-21,1246.5,2344.0,99.81,47.34
2017-03-22,1249.7,2348.4,99.68,48.04
2017-03-23,1247.2,2346.0,99.76,47.7
2017-03-24,1248.5,2344.0,99.63,47.97
2017-03-27,1255.7,2341.6,99.17,47.73
2017-03-28,1255.6,2358.6,99.71,48.37
2017-03-29,1253.7,2361.1,100.0,49.51
2017-03-30,1248.0,2368.1,100.41,50.35
2017-03-31,1251.2,2362.7,100.35,50.6
2017-04-03,1254.0,2358.8,100.54,50.24
2017-04-04,1258.4,2360.2,100.54,51.03
2017-04-05,1248.5,2352.9,100.56,51.15
2017-04-06,1253.3,2357.5,100.67,51.7
2017-04-07,1257.3,2355.5,101.18,52.24
2017-04-10,1253.9,2357.2,101.02,53.08
2017-04-11,1274.2,2353.8,100.71,53.4
2017-04-12,1278.1,2344.9,100.78,53.11
2017-04-13,1288.5,2328.9,100.56,53.18
2017-04-14,1025.2800000000002,2283.172,100.56,53.56
2017-04-17,1291.9,2349.0,100.29,52.65
2017-04-18,1294.1,2342.2,99.5,52.41
2017-04-19,1283.4,2338.2,99.74,50.44
2017-04-20,1283.8,2355.8,99.78,50.27
2017-04-21,1289.1,2348.7,99.98,49.62
2017-04-24,1277.5,2374.2,99.09,49.23
